,Varnodes matched @ level=NO_MATCH,Varnodes matched @ level=OVERLAP,Varnodes matched @ level=SUBSET,Varnodes matched @ level=ALIGNED,Varnodes matched @ level=MATCH
INT,0.279891256220888,0.1646830667870995,0.0,0.4553955687795547,0.10003010821245771
FLOAT,0.09302325581395349,0.5581395348837209,0.0,0.23255813953488372,0.11627906976744186
POINTER,0.3555617044825678,0.0820420586607637,0.0,0.4140841173215274,0.14831211953514112
