,"Varnode comparison score [0,1]",Varnodes fraction partially recovered,Varnodes fraction exactly recovered
INT,0.8489010989010989,0.9955475558923835,0.41350890488821523
FLOAT,0.6321989528795812,1.0,0.11518324607329843
POINTER,0.8388760260997685,0.992843611871185,0.37781519680067355
ARRAY,0.3067819754210287,0.6413290851160673,0.10377787892580792
STRUCT,0.4192874692874693,0.9253071253071253,0.052088452088452086
UNION,0.625,1.0,0.0
