,Varnodes matched @ level=NO_MATCH,Varnodes matched @ level=OVERLAP,Varnodes matched @ level=SUBSET,Varnodes matched @ level=ALIGNED,Varnodes matched @ level=MATCH
INT,0.021145069153623016,0.00024552753769540724,0.0,7.92024315146475e-05,0.9785302008771669
FLOAT,0.0,0.0,0.0,0.0,1.0
POINTER,0.0010204081632653062,7.037297677691766e-05,0.0,3.518648838845883e-05,0.9988740323715694
