,Varnodes matched @ level=NO_MATCH,Varnodes matched @ level=OVERLAP,Varnodes matched @ level=SUBSET,Varnodes matched @ level=ALIGNED,Varnodes matched @ level=MATCH
INT,0.09090023555248569,0.26262331084072754,0.0,0.5451977401129944,0.10127871349379239
FLOAT,0.0,0.6511627906976745,0.0,0.23255813953488372,0.11627906976744186
POINTER,0.007194244604316547,0.4420309905921417,0.0,0.4093801881571666,0.1413945766463752
