,Varnodes matched @ level NO_MATCH,Varnodes matched @ level OVERLAP,Varnodes matched @ level SUBSET,Varnodes matched @ level ALIGNED,Varnodes matched @ level MATCH
INT,0.07927235124919771,0.09280037400654512,0.0,0.5753440939453729,0.2525831807988843
FLOAT,0.0,0.5370370370370371,0.0,0.3814814814814815,0.08148148148148149
POINTER,0.004660687804533578,0.32642468752206766,0.0,0.4574182614222159,0.21149636325118282
