,Varnodes matched @ level=NO_MATCH,Varnodes matched @ level=OVERLAP,Varnodes matched @ level=SUBSET,Varnodes matched @ level=ALIGNED,Varnodes matched @ level=MATCH
INT,0.26345896819032344,0.057049511420000594,0.0,0.43157206926252634,0.2479194511271496
FLOAT,0.26666666666666666,0.27037037037037037,0.0,0.3814814814814815,0.08148148148148149
POINTER,0.23715693173821253,0.07237860661505982,0.0,0.464954257565095,0.22551020408163266
